public.checkout.wishTimeHeading,When would you like to receive your order?,¿Cuándo le gustaría recibir su pedido?,Quand souhaitez-vous recevoir votre commande?,Wann möchten Sie Ihre Bestellung erhalten?,Quando vorresti ricevere il tuo ordine?,Quando você gostaria de receber seu pedido?,Gewenste tijd:,Πότε θα ήθελες να λάβεις την παραγγελία σου;,Когда вы хотели бы получить свой заказ?,Siparişinizi ne zaman almak istersiniz?,언제 주문을 받으시겠습니까?,Khi nào bạn muốn nhận được đơn đặt hàng của bạn?,आप अपना आदेश कब प्राप्त करना चाहेंगे?,您想何时收到订单？,受取希望時間,Kada želite primiti narudžbu?,Када желите да примите наруџбу?,Кога искате да получите поръчката си?,Кога сакате да ја примите вашата нарачка?,Kdy byste chtěli obdržet vaši objednávku?,Hvornår vil du modtage din ordre?,Milloin haluat vastaanottaa tilauksesi?,Når vil du motta bestillingen?,När vill du få din beställning?,আপনি কখন আপনার অর্ডার পেতে চান?,Mikor szeretné megkapni a megrendelését?,Kapan Anda ingin menerima pesanan Anda?,Când doriți să primiți comanda dvs.?,Коли ви хочете отримати ваше замовлення?,Kiedy chcesz otrzymać zamówienie?,Kada želite primiti narudžbu?,Kad vēlaties saņemt pasūtījumu?,Kailan mo nais na matanggap ang iyong order?,आपण आपली मागणी कधी प्राप्त करू इच्छिता?,તમે ક્યારે તમારો ઓર્ડર મેળવવા માંગો છો?,چه زمانی می خواهید سفارش خود را دریافت کنید؟,متى تريد استلام طلبك؟,מתי תרצה לקבל את ההזמנה שלך?,آپ کب اپنا آرڈر وصول کرنا چاہیں گے؟
public.checkout.asSoonAsPossible,As soon as possible,Quiero recibirlo lo antes posible,Je souhaite la recevoir dans les plus brefs délais,Ich möchte es so schnell wie möglich erhalten,Voglio riceverlo al più presto,Quero recebê-lo o mais rápido possível,Zo snel mogelijk,Το συντομότερο δυνατό,Я хочу получить его как можно скорее,En kısa zamanda almak istiyorum,가능한 한 빨리 받고 싶습니다,Tôi muốn nhận nó càng sớm càng tốt,मैं इसे जल्द से जल्द प्राप्त करना चाहता हूं,我想尽快收到,準備出来次第受け取りたい,Želim je primiti što je prije moguće,Желим да га примим што пре,Искам да го получа възможно най-скоро,Сакам да го добијам што е можно поскоро,Chci to obdržet co nejdříve,Jeg vil gerne modtage det så hurtigt som muligt,Haluan vastaanottaa sen mahdollisimman pian,Jeg vil motta det så snart som mulig,Jag vill ta emot det så snart som möjligt,আমি যত তাড়াতাড়ি সম্ভব এটি পেতে চাই,A lehető leghamarabb meg akarom kapni,Saya ingin menerimanya sesegera mungkin,Vreau să-l primesc cât mai curând,Я хочу отримати її якнайшвидше,Chcę to otrzymać jak najszybciej,Želim da ga primim što je prije moguće,Es gribu to saņemt pēc iespējas ātrāk,Nais kong matanggap ito sa lalong madaling panahon,मला ते शक्य तितक्या लवकर प्राप्त करायचे आहे,હું તેને શક્ય તેટલી વહેલી તકે પ્રાપ્ત કરવા માંગું છું,می خواهم هرچه سریعتر آن را دریافت کنم,أريد استلامه في أقرب وقت ممكن,אני רוצה לקבל אותו בהקדם האפשרי,میں اسے جلد سے جلد وصول کرنا چاہتا ہوں
public.payment.ideal,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL,iDEAL
public.payment.bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact,Bancontact
public.payment.payNow,Pay online now,Paga en línea ahora,Payez en ligne maintenant,Zahlen Sie jetzt online,Paga online ora,Pague online agora,Betaal nu online,Ηλεκτρονική πληρωρμή,Оплатить онлайн сейчас,Şimdi online ödeme yapın,지금 온라인 지불,Thanh toán trực tuyến ngay bây giờ,अब ऑनलाइन भुगतान करें,立即在线付款,今すぐオンラインで支払う,Platite online sada,Платите онлине одмах,Платете онлайн сега,Плаќаат преку Интернет сега,Zaplaťte nyní online,Betal online nu,Maksa verkossa nyt,Betal online nå,Betala online nu,অনলাইনে পেমেন্ট করুন,Online fizetés,Bayar online sekarang,Plătește online acum,Платіть онлайн зараз,Zapłać teraz online,Platite online sada,Maksājiet tiešsaistē tūlīt,Magbayad online ngayon,आता ऑनलाईन पैसे भरा,હવે Payનલાઇન ચૂકવણી કરો,اکنون بصورت آنلاین پرداخت کنید,ادفع عبر الإنترنت الآن,שלם עכשיו באינטרנט,ابھی آن لائن ادا کریں
public.global.more,more,más,plus,mehr,di più,mais,meer,περισσότερα,Больше,daha,더,hơn,अधिक,更多,もっと,više,више,Повече,повеќе,více,mere,lisää,mer,mer,অধিক,több,lebih,Mai Mult,більше,więcej,više,vairāk,higit pa,अधिक,વધુ,بیشتر,أكثر,יותר,مزید
public.global.less,less,menos,moins,weniger,di meno,menos,minder,λιγότερα,Меньше,az,적게,ít hơn,कम से,减,もっと少なく,manje,мање,По-малко,помалку,méně,mindre,vähemmän,mindre,mindre,কম,kevésbé,kurang,Mai puțin,менше,mniej,manje,mazāk,mas kaunti,कमी,ઓછું,کمتر,أقل,פחות,کم
public.checkout.specifyWishTime,I want to specify when to receive it,Quiero especificar cuándo recibirlo,Je veux préciser à quel moment je voudrais la recevoir,"Ich möchte angeben, wann ich es erhalten soll",Voglio specificare quando riceverlo,Quero especificar quando recebê-lo,Tijdsteip kiezen:,Επιλογή μέρας και ώρας,"Я хочу уточнить, когда его получить",Ne zaman alacağımı belirtmek istiyorum,수신시기를 지정하고 싶습니다,Tôi muốn xác định khi nào nhận được nó,मैं इसे प्राप्त करने के लिए निर्दिष्ट करना चाहता हूं,我想指定何时收到,受取時間を指定する,Želim odrediti kada ga primiti,Желим да прецизирам када да га примим,Искам да уточня кога да го получа,Сакам да прецизирам кога ќе го добијам,"Chci specifikovat, kdy ho mám obdržet","Jeg vil specificere, hvornår jeg skal modtage det",Haluan määritellä milloin se tulee,Jeg vil spesifisere når jeg skal motta den,Jag vill ange när jag ska ta emot det,আমি কখন এটি গ্রহণ করব তা নির্দিষ্ট করতে চাই,"Meg akarom határozni, mikor kapom meg",Saya ingin menentukan kapan menerimanya,Vreau să specific când să o primesc,"Я хочу вказати, коли його отримувати","Chcę określić, kiedy go otrzymać",Želim odrediti kada ga primiti,"Es vēlos norādīt, kad to saņemt",Nais kong tukuyin kung kailan matanggap ito,मला ते कधी प्राप्त करायचे ते निर्दिष्ट करायचे आहे,હું તે પ્રાપ્ત કરવા માટે જ્યારે સ્પષ્ટ કરવા માંગો છો,من می خواهم مشخص کنم که چه زمانی آن را دریافت کنم,أريد تحديد موعد استلامه,אני רוצה לציין מתי לקבל אותו,میں بتانا چاہتا ہوں کہ اسے کب وصول کیا جائے
public.global.chooseFrom,Choose from,Escoge de,Choisissez parmi,Wähle aus,Scegli da,Escolha entre,Kiezen van,Επέλεξε από,Выберите из,İçinden seçmek,에서 선택,Chọn từ,से चुनें,从中选择,以下よりご選択ください,Odabrati od,Изабрати,Избирете от,Одбери од,Vybrat z,Vælg imellem,Valitse,Velge fra,Välja från,থেকে পছন্দ করে নিন,Válassz,Pilih dari,Alege din,Виберіть з,Wybrać z,Izaberite iz,Izvēlēties no,Pumili mula sa,मधून निवडा,આમાંથી પસંદ કરો,از بین,اختر من,לבחור מ,میں سے انتخاب کریں
public.checkout.errors.selectFutureTime,Please select time in future,Por favor seleccione tiempo en el futuro,Veuillez sélectionner un horaire dans le futur,Bitte wählen Sie die Zeit in Zukunft,Seleziona l'orario in futuro,"Por favor, selecione a hora no futuro",Tijdstrip moet in de toekomst zijn,Παρακαλώ επέλεξε μια ώρα στο μέλλον,"Пожалуйста, выберите время в будущем",Lütfen gelecekte zaman seçin,나중에 시간을 선택하십시오,Vui lòng chọn thời gian trong tương lai,कृपया भविष्य में समय का चयन करें,请选择将来的时间,受取日時を選択してください,Molimo odaberite vrijeme u budućnosti,Изаберите време у будућности,"Моля, изберете време в бъдеще",Одберете време во иднина,Vyberte čas v budoucnu,Vælg tid i fremtiden,Ole hyvä ja valitse aika tulevaisuudessa,Velg tid i fremtiden,Välj tid i framtiden,ভবিষ্যতে সময় নির্বাচন করুন,"Kérjük, válassza ki az időt a jövőben",Silakan pilih waktu di masa depan,Vă rugăm să selectați ora în viitor,Виберіть час у майбутньому,Wybierz czas w przyszłości,Molimo odaberite vrijeme u budućnosti,"Lūdzu, atlasiet laiku nākotnē",Mangyaring pumili ng oras sa hinaharap,कृपया भविष्यात वेळ निवडा,કૃપા કરીને ભવિષ્યમાં સમય પસંદ કરો,لطفا زمان را در آینده انتخاب کنید,يرجى تحديد الوقت في المستقبل,אנא בחר זמן בעתיד,براہ کرم مستقبل میں وقت کا انتخاب کریں
public.checkout.specialNoteExample,Note,Nota,Commentaire,Notiz,Nota,Nota,Notitie,Σημείωση,Добавить заметку с особыми пожеланиями,Siparisinize not ekleyin,주문 내역에 메모하기,Thêm một ghi chú đặc biệt vào đơn hàng của bạn,अपने ऑर्डर में एक विशेष नोट जोड़ें,在订单中加备注,ご注文にメッセージを追加します,Dodajte posebnu bilješku o svojoj narudžbi,Додајте посебну напомену о Вашој поруџбини,Специални инструкции към поръчката,Додај посебна забелешка за Вашата порачка,Přidejte k objednávce zvláštní poznámku,Tilføj ønske til din kurv,Lisää tilaukseesi erityismaininta,Beskjed,Notera,বিঃদ্রঃ,Különleges megjegyzés hozzáadása rendeléséhez,f,Adaugă o notă specială la comanda ta,Додайте коментар до свого замовлення,Dodaj specjalną notkę do swojego zamówienia,Додајте посебну напомену о Вашој поруџбини,Pievienot īpašu atzīmi pasūtījumam,Magdagdag ng ispesyal na tala sa iyong order,आपल्या ऑर्डरवर एक विशेष टीप जोडा,તમારા ઓર્ડર પર એક ખાસ નોંધ ઉમેરો,افزودن یادداشت ویژه به سفارش,أضف ملاحظة خاصة إلى طلبك,הוסיפו הערה להזמנה שלכם,
public.checkout.cardDisabledNote,Please share your order with the store when you are ready,Por favor comparta su pedido cuando esté listo,Veuillez envoyer votre commande quand vous êtes prêt.,Bitte teilen Sie ihre Bestellung  wenn Sie fertig sind,Per favore condivide il suo ordine quando é pronto,Por favor envie o seu pedido quando estiver pronto,Deel je bestelling met de winkel als je klaar bent,Μοιράσου την παραγγελία σου με το κατάστημα όταν είσαι έτοιμος,"Пожалуйста, покажите Ваш , когда будете готовы",Lutfen hazir oldugunuzda spiarisinizi gonderin,준비가되면 주문을 매장과 공유하십시오,Hãy chia sẻ đơn đặt hàng của bạn với các cửa hàng khi bạn đã sẵn sàng,जब आप तैयार हों तो कृपया अपना ऑर्डर स्टोर से साझा करें,准备好后，请与商店分享您的订单,ご注文が決まりましたら、{{storeName}}にご注文内容をお教えください,Molimo podijelite svoju narudžbu  kada je dostupno,Молимо вас поделите поруџбину  када будете у могућности,Моля споделете поръчката когато е готова,Ве молиме споделете ја порачката кога ќе бидете во можност,"Až budete připraveni, sdílejte prosím svou objednávku ","Del din ordre, når du er klar","Ole hyvä ja jaa tilauksesi myymälän kanssa, kun olet valmis",Venligst del din ordre  når du er klar,Vänligen dela din order  när du är redo,আপনি প্রস্তুত হলে দয়া করে আপনার অর্ডারটি স্টোরের নাম এর সাথে জানান,"Amennyiben rendelése végleges, kérem ossza azt ",Silakan bagikan pesanan Anda dengan toko ketika Anda siap,Vă rugăm să împărtășiți comanda dvs. cu magazinul când sunteți gata,"Будь ласка, поділіться своїм замовленням з магазином, коли будете готові","Udostępnij zamówienie w sklepie, gdy będziesz gotowy",Молимо вас поделите поруџбину када будете у могућности,"Lūdzu, dalieties ar savu pasūtījumu veikalā, kad esat gatavs",Mangyaring ibahagi ang iyong order sa tindahan kapag handa ka na,कृपया आपण तयार झाल्यावर आपली ऑर्डर सामायिक करा,કૃપા કરીને જ્યારે તમે તૈયાર હોવ ત્યારે ઓર્ડર  સ્ટોર નામ  સાથે તમારો ઓર્ડર શેર કરો,"لطفاً هنگام آماده بودن ، سفارش خود را با فروشگاه به اشتراک بگذارید",يرجى مشاركة طلبك مع المتجر عندما تكون مستعدًا,אנא שתפו את ההזמנה שלכם עם החנות כשתהיו מוכנים,جب آپ تیار ہوں تو براہ کرم اپنا آرڈر اسٹور کے ساتھ شیئر کریں
public.global.standard,Standard,Estándar,Standard,Standard,Standard,Standard,Standaard,Standard,стандарт,Standart,표준,Tiêu chuẩn,मानक,标准,標準,Standard,Стандардно,стандарт,Стандард,Standard,Standard,standardi,Standard,Standard,মান,Alapértelmezett,Standar,Standard,Стандартний,Standard,Standardno,Standarta,standardi,मानक,ધોરણ,استاندارد,اساسي,תֶקֶן,معیاری
public.payment.errors.zipNotAvailable,You cannot place an online delivery order to this postal code. Please contact the store for more information,No puede realizar un pedido de entrega en línea a este código postal. Póngase en contacto con la tienda para obtener más información.,Vous ne pouvez pas passer une commande de livraison en ligne à ce code postal. Veuillez contacter le magasin pour plus d'informations,Sie können für diese Postleitzahl keinen Online-Lieferauftrag erteilen. Bitte kontaktieren Sie den Shop für weitere Informationen,Non è possibile effettuare un ordine di consegna in linea a questo codice postale. Si prega di contattare il negozio per ulteriori informazioni,Você não pode fazer um pedido de entrega online para este código postal. Entre em contato com a loja para obter mais informações,Je kunt geen online bestelling plaatsen op deze postcode. Neem contact op met de winkel voor eer informatie,Δεν μπορείς να παραγγείλεις ηλεκτρονικά σε αυτόν τον ταχυδρομικό κώδικα. Επικοινώνησε με το κατάστημα για περισσότερες πληροφορίες,"Вы не можете оформить онлайн-заказ на этот почтовый индекс. Пожалуйста, свяжитесь с магазином для получения дополнительной информации",Bu posta koduna çevrimiçi teslimat siparişi veremezsiniz. Daha fazla bilgi için lütfen mağazayla iletişime geçin,이 우편 번호로 온라인 배송 주문을 할 수 없습니다. 자세한 내용은 매장에 문의하세요.,Bạn không thể đặt hàng giao hàng trực tuyến đến mã bưu điện này. Vui lòng liên hệ cửa hàng để biết thêm thông tin,आप इस पोस्टल कोड को ऑनलाइन डिलीवरी ऑर्डर नहीं दे सकते। अधिक जानकारी के लिए कृपया स्टोर से संपर्क करें,您不能对此邮递区号下订单。请联系商店以获取更多信息,この郵便番号宛にお届けすることはできません。詳しくはお店にお問い合わせください,Ne možete poslati internetski nalog za dostavu na ovaj poštanski broj. Za više informacija obratite se trgovini,Не можете упутити налог за онлајн испоруку на овај поштански број. За више информација обратите се продавници,"Не можете да направите онлайн поръчка за доставка до този пощенски код. Моля, свържете се с магазина за повече информация",Не можете да поставите нарачка за достава преку Интернет до овој поштенски код. Ве молиме контактирајте ја продавницата за повеќе информации,Na toto PSČ nemůžete zadat objednávku online doručení. Další informace získáte v obchodě,Du kan ikke placere en online leveringsordre til dette postnummer. Kontakt butikken for mere information,Et voi tehdä online-tilausta tähän postinumeroon. Ota yhteyttä kauppaan saadaksesi lisätietoja,Du kan ikke legge inn en online leveringsordre til dette postnummeret. Ta kontakt med butikken for mer informasjon,Du kan inte göra en leveransorder online till detta postnummer. Kontakta butiken för mer information,আপনি এই ডাক কোডটিতে একটি অনলাইন বিতরণ অর্ডার দিতে পারবেন না। আরও তথ্যের জন্য দয়া করে দোকানে যোগাযোগ করুন,"Erre az irányítószámra nem lehet online kézbesítési rendelést leadni. Kérjük, további információkért vegye fel a kapcsolatot az áruházzal",Anda tidak dapat memesan pengiriman online ke kode pos ini. Silakan hubungi toko untuk informasi lebih lanjut,Nu puteți plasa o comandă de livrare online la acest cod poștal. Vă rugăm să contactați magazinul pentru mai multe informații,"Ви не можете розмістити онлайн-замовлення на доставку за цим поштовим індексом. Будь ласка, зв'яжіться з магазином для отримання додаткової інформації","Nie możesz złożyć zamówienia dostawy online na ten kod pocztowy. Skontaktuj się ze sklepem, aby uzyskać więcej informacji",Na ovaj poštanski broj ne možete poslati nalog za internetsku dostavu. Molimo kontaktirajte trgovinu za više informacija,"Jūs nevarat veikt tiešsaistes piegādes pasūtījumu šim pasta indeksam. Lūdzu, sazinieties ar veikalu, lai iegūtu vairāk informācijas",Hindi ka maaaring maglagay ng isang online delivery order sa postal code na ito. Mangyaring makipag-ugnay sa tindahan para sa karagdagang impormasyon,आपण या पोस्टल कोडवर ऑनलाइन वितरण ऑर्डर देऊ शकत नाही. कृपया अधिक माहितीसाठी स्टोअरशी संपर्क साधा,તમે આ પોસ્ટલ કોડ પર deliveryનલાઇન ડિલિવરી orderર્ડર આપી શકતા નથી. વધુ માહિતી માટે કૃપા કરીને સ્ટોરનો સંપર્ક કરો,به این کد پستی نمی توانید سفارش تحویل آنلاین دهید. لطفا برای کسب اطلاعات بیشتر با فروشگاه تماس بگیرید,لا يمكنك تقديم طلب توصيل عبر الإنترنت لهذا الرمز البريدي. يرجى الاتصال بالمتجر لمزيد من المعلومات,אינך יכול לבצע הזמנת משלוח מקוונת למיקוד זה. אנא צרו קשר עם החנות למידע נוסף,آپ اس پوسٹل کوڈ پر آن لائن ترسیل آرڈر نہیں دے سکتے ہیں۔ مزید معلومات کے لئے براہ کرم اسٹور سے رابطہ کریں
public.checkout.cardHolderName,Cardholder Name,Nombre del titular de la tarjeta,Nom du titulaire,Name des Karteninhabers,Nome del titolare,Nome do Titular,Naam pashouder,Όνομα ιδιοκτήτη κάρτας,Имя владельца карты,Kart Sahibinin Adı,카드 소지자 이름,Tên chủ thẻ,कार्डधारक का नाम,持卡人姓名,クレジットカード記載名,Ime vlasnika kartice,Име власника картице,Име на картодържателя,имател на картичката,Jméno držitele karty,kortholders navn,kortinhaltijan nimi,Kortholders navn,Kortinnehavarens namn,কার্ডধারীর নাম,Kártyatulajdonos neve,Nama pemegang kartu,Nume Deținător Card,ім'я власника картки,Imię właściciela karty,Ime vlasnika kartice,Kartes īpašnieka vārds,Pangalan ng May-ari ng Card,कार्डधारकाचे नाव,કાર્ડ ધારક નું નામ,نام دارنده کارت,إسم صاحب البطاقة,שם מחזיק כרטיס,کارڈ ہولڈر کا نام
public.checkout.cardNumber,Your Card Number,Su número de tarjeta,Votre numéro de carte,Ihre Kartennummer,Il tuo numero di carta,Número do seu cartão,Je kaartnummer,Αριθμός κάρτας,Номер вашей карты,Kart Numaranız,카드 번호,Số thẻ của bạn,आपका कार्ड नंबर,您的卡号,カード番号,Broj vaše kartice,Број ваше картице,Номер на вашата карта,Број на вашата картичка,Číslo vaší karty,Dit kortnummer,Korttisi numero,Kortnummeret ditt,Ditt kortnummer,আপনার কার্ড নম্বর,Az Ön kártyaszáma,Nomor Kartu Anda,Numărul cardului dvs.,Номер вашої картки,Twój numer karty,Broj vaše kartice,Jūsu kartes numurs,Ang iyong Numero ng Card,तुमचा कार्ड क्रमांक,તમારો કાર્ડ નંબર,شماره کارت شما,رقم بطاقتك,מספר הכרטיס שלך,آپ کا کارڈ نمبر
public.checkout.cvv,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,セキュリティーコード（カード裏面に記載）,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV,CVV
public.payment.digitalWallets,Digital Wallets,Carteras digitales,Portefeuilles numériques,Digitale Geldbörsen,Portafogli digitali,Carteiras digitais,Digitale portefeuilles,Ψηφιακά Πορτοφόλια,Цифровые кошельки,Dijital Cüzdanlar,디지털 지갑,Ví kỹ thuật số,डिजिटल वॉलेट,数码钱包,デジタルウォレット,Digitalni novčanici,Дигитални новчаници,Цифрови портфейли,Дигитални паричници,Digitální peněženky,Digitale tegnebøger,Digitaaliset lompakot,Digitale lommebøker,Digitala plånböcker,ডিজিটাল ওয়ালেট,Digitális pénztárcák,Dompet Digital,Portofele digitale,Цифрові гаманці,Portfele cyfrowe,Digitalni novčanici,Digitālie maki,Mga Digital Wallet,डिजिटल वॉलेट्स,ડિજિટલ વોલેટ્સ,کیف پول دیجیتال,محافظ رقمية,ארנקים דיגיטליים,ڈیجیٹل بٹوے
public.checkout.title.serve.unknown.location,Your order will be served to you,Su pedido será servido a usted,Votre commande vous sera servie,Ihre Bestellung wird Ihnen zugestellt,Il tuo ordine ti sarà servito,O seu pedido será servido brevemente,Je bestelling zal geserveerd worden,Η παραγγελία σου θα παραδοθεί,Ваш заказ будет отправлен вам,Siparişiniz size sunulacak,당신의 제품은 곧 도착할 것 입니다.,Đơn hàng của bạn sẽ được mang đến cho bạn,आपका ऑर्डर  आपको दिया जाएगा,您的订单将送达给您,ご注文をお持ちします,Narudžba će biti uručena,Поруџбина ће бити сервирана,Поръчката Ви ще бъде сервирана,Порачката ќе ви биде сервирана,Vaše objednávka vám bude doručena,Din ordre klargøres til dig,Tilauksesi toimitetaan,Din ordre vil bli servert til deg,Din order kommer serveras till dig,আপনার অর্ডার আপনাকে পরিবেশন করা হবে,Megrendelését kézbesítik önnek,Pesanan Anda akan dilayani untuk Anda,Comanda dvs. va fi expediată,Ваше замовлення буде вам поданий,Twoje zamówienie zostanie doręczone do Ciebie,Поруџбина ће бити сервирана,Pasūtījums tiks pasniegts,Ang iyong order ay ihahatid sa iyo,तुमची ऑर्डर तुम्हाला दिली जाईल,તમારો ઓર્ડર તમને આપવામાં આવશે,سفارشتان بدستتان خواهد رسید,سيتم إعداد طلبك,ההזמנה שלכם תוגש לכם,آپ کا آرڈر آپ کی خدمت میں پیش کیا جائے گا
public.checkout.title.addressDelivery,Your information please,Su información por favor,Veuillez introduire vos coordonnées,Ihre Angaben bitte,Le sue informazioni per favore,A sua informação,Je informatie,Τα στοιχεία σου παρακαλώ,"Ваша информация, пожалуйста",Bilgileriniz lütfen,당신의 정보를 알려주세요.,Vui lòng cung cấp thông tin của bạn,आपकी जानकारी कृपया,请输入您的信息,あなたの情報を入力してください,Unesite svoje podatke,Молимо вас унесите ваше податке,Вашата информация,Ве молиме воведете ги вашите податоци,Vaše informace prosím,Dine oplysninger,"Anna tietosi, ole hyvä","Vennligst, din informasjon",Din information tack,আপনার তথ্য দয়া করে,Kérem irja le az adataid,Tolong informasi Anda,Datele dvs. vă rugăm,Ваша інформація будь ласка,Proszę podać swoje dane,Молимо вас унесите ваше податке,"Lūdzu, ievadiet Jūsu informāciju",Ang iyong impormasyon,कृपया तुमची माहिती द्या,કૃપા કરીને તમારી માહિતી પ્રદાન કરો,اطلاعات شما,من فضلك أدخل المعلومات الخاصة بك,הפרטים שלכם בבקשה,برائے مہربانی اپنی معلومات فراہم کریں
public.checkout.itemsOutOfStock,Some items are out of stock,Algunos artículos están agotados,Certains produits ne sont plus disponibles,Einige Artikel sind nicht vorrätig,Alcuni articoli sono esauriti,Alguns itens estão fora de estoque,Sommige producten zijn niet meer beschikbaar,Κάποια είδη δεν ειναι πλέον διαθέσιμα,Некоторых товаров нет в наличии,Bazı ürünler stokta yok,일부 상품은 재고가 없습니다.,Một số mặt hàng đã hết hàng,कुछ आइटम स्टॉक से बाहर हैं,有些物品缺货,売り切れの商品が含まれています,Neke stavke nema na skladištu,Неке ставке нема на лагеру,Някои артикули са изчерпани,Некои ставки нема залиха,Některé položky nejsou na skladě,Nogle varer er udsolgt,Jotkut tuotteet ovat loppu varastosta,Noen varer er utsolgt,Vissa artiklar är slut i lager,কিছু আইটেম স্টক আউট,Néhány elem nincs raktáron,Beberapa item sudah habis,Unele articole sunt epuizate,Деякі предмети відсутні в наявності,Niektóre pozycje są niedostępne,Neke stavke nema na skladištu,Dažas preces nav noliktavā,Ang ilang mga item ay wala nang stock,काही वस्तू संपल्या नाहीत,કેટલીક વસ્તુઓ સ્ટોકની બહાર છે,برخی از اقلام موجودی ندارند,بعض العناصر غير متوفرة في المخزون,חלק מהפריטים אזלו מהמלאי,کچھ آئٹمز اسٹاک سے باہر ہیں
public.checkout.floor,Floor,Suelo,Étage,Fußboden,Pavimento,Chão,Etage,Όροφος,Пол,Zemin,바닥,Sàn nhà,मंज़िल,地板,フロア,Kat,Под,Етаж,Кат,Podlaha,Etage,Lattia,Gulv,Golv,মেঝে,Padló,Lantai,Podea,Підлога,Podłoga,Kat,Stāvs,Palapag,मजला,ફ્લોર,کف,أرضية,קוֹמָה,فرش
public.store.currently.closed,The store is currently closed,La tienda está cerrada actualmente,Le boutique est fermé en ce moment,Der Laden ist derzeit geschlossen,Il negozio è attualmente chiuso,A loja está atualmente fechada,De winkel is momenteel gesloten,Το κατάστημα είναι κλειστό,Магазин в настоящее время закрыт,Mağaza şu anda kapalıdır,상점은 현재 문을 닫았습니다.,Cửa hàng hiện đang đóng cửa,दुकान अभी बंद है,商店目前关闭,現在営業時間外です,Trgovina je trenutno zatvorena,Продавница је тренутно затворена,В момента магазинът е затворен,Продавницата во моментов е затворена,Obchod je aktuálně uzavřen,Butikken er i øjeblikket lukket,Kauppa on tällä hetkellä suljettu,Butikken er for øyeblikket stengt,Butiken är för närvarande stängd,দোকানটি বর্তমানে বন্ধ রয়েছে,Az üzlet jelenleg zárva tart,Toko saat ini tutup,Magazinul este închis în prezent,На даний момент магазин закритий,Sklep jest obecnie zamknięty,Trgovina je trenutno zatvorena,Veikals šobrīd ir slēgts,Ang tindahan ay kasalukuyang sarado,स्टोअर सध्या बंद आहे,સ્ટોર હાલમાં બંધ છે,فروشگاه در حال حاضر بسته است,المتجر مغلق حاليا,החנות סגורה כרגע,اسٹور فی الحال بند ہے
public.store.time.closed,The store is closed at the selected time,La tienda está cerrada a la hora seleccionada,Le magasin est fermé à l'heure sélectionnée,Das Geschäft ist zur ausgewählten Zeit geschlossen,Il negozio è chiuso all'ora selezionata,A loja está fechada no horário selecionado,De winkel is op het geselecteerde tijdstip gesloten,Το κατάστημα είναι κλειστό την επιλεγμένη ώρα,Магазин закрыт в выбранное время,Mağaza seçilen saatte kapatılır,선택한 시간에 매장이 닫힙니다.,Cửa hàng đóng cửa vào thời gian đã chọn,स्टोर चयनित समय पर बंद है,商店在选定时间关闭,ご指定の時間は営業時間外です,Trgovina je zatvorena u odabrano vrijeme,Продавница је затворена у изабрано време,Магазинът е затворен в избраното време,Продавницата е затворена во избраното време,Obchod je ve vybraný čas uzavřen,Butikken er lukket på det valgte tidspunkt,Kauppa on suljettu valittuna aikana,Butikken er stengt på det valgte tidspunktet,Butiken är stängd vid vald tid,দোকানটি নির্বাচিত সময়ে বন্ধ থাকে,Az üzlet a kiválasztott időpontban zárva tart,Toko tutup pada waktu yang dipilih,Magazinul este închis la ora selectată,Магазин не працює в обраний час,Sklep jest zamknięty w wybranym czasie,Trgovina je zatvorena u odabrano vrijeme,Veikals ir slēgts izvēlētajā laikā,Ang tindahan ay sarado sa napiling oras,निवडलेल्या वेळी स्टोअर बंद आहे,સ્ટોર પસંદ કરેલા સમયે બંધ છે,فروشگاه در زمان انتخاب شده بسته است,المتجر مغلق في الوقت المحدد,החנות סגורה בשעה שנבחרה,اسٹور منتخب وقت پر بند ہے
